Unnamed: 0,Questions,Correct,A,B,C,D
1247,"Stephen Cranes war novel The Red Badge of Courage is set during this war.
",American Civil War,WWII,Spanish–American War,American Civil War,Revolutionary War
584,"What type of dessert is the Boston cream pie?
",Cake,Ice cream,Tortellini,Biscuit,Cake
1609,"Never in the field of human conflict was so much owed by so many to so few. These words uttered by Winston Churchill refer to the bravery of the men serving in the British Royal Air Force. What is the name given to the air warfare that was carried out by the powerful Luftwaffe against the RAF 
",ring the summer of 1940?,Battle of Britain,Battle of Midway,Battle of Normandy,Battle of Brittany
149,"This person is Siriuss brother.
",Regulus,Regulus,Tom,Ronald,Remus
1344,"What 1980s science fiction film is this quote from?
",War Games,TRON,Short Circuit,The Black Hole,War Games
2843,"Which of the following Oscar-nominated movies won the award for Best Animated Feature at the 2004 ceremony?
",Finding Nemo,The Triplets of Belleville,Brother Bear,Finding Nemo,Spirit: Stallion of the Cimarron
132,"Operation: Mindcrime
",Queensryche,Tesla,Twisted Sister,Megadeth,Queensryche
694,"Which of these schools is not famous for its Medicine Department?
",Rochester Institute of Technology,University of Pennsylvania,Rochester Institute of Technology,Johns Hopkins University,Tufts University
1077,"What year was Tony Perez elected to the Reds Hall of Fame?
",1998,1983,1981,1998,1994
65,"Which of these is best describes the cause of Parkinsons disease?
",A decrease in a neurotransmitter,A brain injury,Changes in the myelin sheath of the neuron,Decreased blood flow to the brain,A decrease in a neurotransmitter
2913,"At an early age (12-14), Bob Hope won prizes for his impersonation of what person?
",Charlie Chaplin,Buster Keaton,Douglas Fairbanks,Charlie Chaplin,Winston Churchill
1609,"He was Bud Bundy on the sit-com  Married...with Children.
",David Faustino,Roger Garrison,Ted McGinley,David Faustino,David Garrison
235,"This continent is where Canada, The United States of America, and Mexico are located.
",North America,Europe,South America,North America,Africa
426,"What is the distance, covered by the Kentucky Derby?
",Mile and one quarter,Mile and one quarter,Mile and one sixteenth,Two miles,Mile and a half
677,"What is the name of the tallest waterfall in Asia?
",Hannoki Falls,Midagahara Falls,Hannoki Falls,Shomyo Falls,Toyama Falls
4252,"On the TV show Scrubs, when JD met a patient with his initials he became which of the following?
",Number two,Lil JD,JD junior,JD the second,Number two
2672,"Rocky Marciano is from which city in Massachusetts?
",Brockton,Boston,New Bedford,Rockland,Brockton
63,"Death of heart tissues due to loss of blood supply correctly describes the condition known as Myocardial Infarction.
",True,True,False,,
1636,"When a priest asked him to denounce the Devil, the last words of this leader of the French Enlightenment were: This is no time to make new enemies.
",Voltaire,Voltaire,Charles DeGaulle,Moliere,Francois Villon
29,"Well, I got caught in noon rush hour.  As luck would have it, I saw yet another vanity plate.  This one told me that the driver at least checks in his / her rear view mirror.  What plate did I see?
",OICU2,OIUC2,OIC3,RU2,OICU2
342,"This pyramid-shaped seat was used to extract confessions from the victims who were placed on top of it.
",The Judas Cradle,The Iron Spike,The Swing of Death,The Point of No Return,The Judas Cradle
634,"He was a close friend of Wordsworth. He wrote “Kubla Khan” and the following lines from his most popular poem:
",,"e Mariner, whose eye is bright,","ose beard with age is hoar,", gone; and now the Wedding-Guest,rned from the bridegroom’s door.
822,"What is the meaning of the Greek word théatron from which the word theatre is derived?
",a place for viewing,a place for acting,a spectacle,a place for viewing,a stage
424,"This red-headed Irish actress often worked with director John Ford and her longtime friend John Wayne. Her autobiography, Tis Herself, was published in 2004 and became a New York Times Bestseller.
",Maureen OHara,Vivian Lee,Maureen OHara,Brenda Flicker,Geraldine Fitzgerald
2629,"Who was the first woman to be elected to the U.S. Congress?
",Jeannette Rankin,Patsy Mink,Amelia Earheart,Jeannette Rankin,Sally Ride
3247,"On which of Dolly Partons albums can you find the 1980 song But You Know I Love You?
",9 to 5 and Odd Jobs,Rainbow,Heartbreaker,9 to 5 and Odd Jobs,Heartbreak Express
2729,"What was the name of the first husband of Queen Elizabeth I of England?
",None of these,"Henry Stuart, Lord Darnley",Lord Robert Dudley,"Francois, Duke of Anjou",None of these
4079,"Christina Aguilera did a duet song called Tell Me with this big hip-hop star in 2006.
",Diddy,Diddy,Jay-Z,R. Kelly,Sean Paul
2645,"Duane Allman and Berry Oakley, two of the founding members of the Allman Brothers Band, met the same kind of tragic death. What caused their deaths?
",motorcycle accidents,drug overdoses,car accidents,motorcycle accidents,suicides
2116,"Who is the director of the 1997 thriller movie The Lost World: Jurassic Park?
",Steven Spielberg,Tim Burton,Michael Crichton,Steven Spielberg,James Cameron
4300,"In the Stargate SG-1 television show, what is a Replicator?
",A Replicator is a self-replicating machine.,A Replicator is a device for cloning a human being.,A Replicator is a device for manufacturing any device or substance whose specs are stored in the ships computer.,A Replicator is a self-replicating machine.,A Replicator is a device for cloning a Goauld.
2627,"Who recorded the popular song Heartbreak Hotel?
",All of these,Whitney Houston,Elvis Presley,All of these,The Jackson 5
1927,"Who was the creator of the TV series Scrubs?
",Bill Lawrence,Ken Jenkins,Zach Braff,George Miserlis,Bill Lawrence
2799,"Singer Seal had a hit song in 1997 with a re-make of a popular 70s Steve Miller Band song. What was the name of this song?
",Fly Like an Eagle,Kiss from a Rose,Rock N Me,Abracadabra,Fly Like an Eagle
4062,"What inappropriate garment is Larry repulsed by when he spots his male psychiatrist wearing it at the beach?
",a very brief thong,a bikini,nothing at all,a very brief thong,a huge sombrero
4072,"As a youngster Christina Aguilera was subjected to ridicule and vandalism by her peers and other people. What was the reason for this according to VH1s Driven?
",They were jealous of her talent.,She was haughty and arrogant.,At that time she had a very large nose.,They were jealous of her talent.,They were envious for her family was rich.
1248,"Who was Lydia Litvyak?
",The top female fighter ace of World War II,The top female fighter ace of World War II,The first female to get an engineering degree in the USA,The first Polish woman chief of state,The inventor of the silicon chip
1630,"Which of these bands performed the song Iris in 1998?
",The Goo Goo Dolls,Marcy Playground,Hootie and the Blowfish,The Goo Goo Dolls,Candlebox
2609,"The first Ladies Figure Skating World Champion was crowned in this year.
",1906,1896,1912,1904,1906
1877,"What kind of organisms cause the parasitic infection known as ringworm?
",Fungi,All of these,Fungi,Mites,Intestinal worms
194,"Most of the European Union members are also part of a Schengen Agreement that allows their citizens to travel without passports across the member states. Which EU member is outside of the Schengen group?
",UK,Lithuania,UK,Poland,Denmark
3077,"Singer Snoop Dogg was a litigant on the Judge Joe Brown TV show.
",False,False,True,,
733,"The majority of filming for the 1978 comedy Animal House was done at what major US university?
",University of Oregon,Faber College,University of Oregon,UCLA,Ohio State University
598,"In what Latin American country did the Chihuahua dog breed originate?
",Mexico,Mexico,Cuba,Guatemala,Nicaragua
2297,"These presidents coupled up to discuss their former secretarial jobs. Which pair doesnt fit with the others?
",John Adams  John Tyler,James Madison  James Buchanan,Thomas Jefferson  Martin Van Buren,John Adams  John Tyler,James Monroe  John Quincy Adams
420,"One of the most extravagant and cruel emperors of Rome was Gaius Julius Caesar Germanicus, better known as Caligula. Although there is very little information about his reign, many stories and anecdotes can be heard about Caligula. According to one of them, he tried to make his favourite animal Incitatus, a consul.  What kind of animal was Incitatus?
",horse,horse,dog,cat,falcon
1867,"Which of these is NOT one of the many middle names of Cheers character Carla Tortelli?
",Lucia,Apollonia,Lucia,Angelina,Teresa
3670,"In the 1962 Twilight Zone episode Nothing in the Dark, Gladys Cooper plays a woman who will not leave her apartment because she is afraid Death is outside waiting for her. Death is indeed outside waiting for her. What legendary actor plays Mr. Death?
",Robert Redford,Robert Redford,Paul Newman,Robert Mitchum,Martin Landau
2584,"What is the meaning of the names Paul, Paula, Paulina, Pablo, Paulo, Paolo?
","Small, humble","Small, humble","Sacred, hallowed",Gtreat,"Stubborn, obstinate"
551,"What was the name of the mythological statue in which Pygmalion fell in love and eventually the statue became a woman?
",Galatea,Lachesis,Galatea,Echo,Leda
4022,"This 2004 movie is about a secret organization during the reign of the Tang dynasty in China that rises up and opposes the government.  Star Zhang Ziyi lived with a blind girl to prepare for her role as a blind dancer who is suspected of being the daughter of the organizations leader.
",House of Flying Daggers,Hero,House of Flying Daggers,Iron Monkey,"Crouching Tiger, Hidden Dragon"
2185,"Col. John Hannibal Smith is played by what Breakfast at Tiffanys actor in the A-Team action series?
",George Peppard,Dirk Benedict,Lance LeGault,George Peppard,Charles Napier
4034,"Bolivia is unusual in that the official capital is not the seat of government. What city is the official capital?
",Sucre,Sucre,Potosi,Santa Cruz,Trinidad
3016,"What is the title of the song by Coolio that was featured in the movie Dangerous Minds, and won a Grammy Award?
",Gangstas Paradise,Storm in Paradise,Gangstas Paradise,Dangerous Minds,None of these
2635,"What 2002 horror movie is this quote from: Man has only been around for a few blinks of an eye. So if the infection wipes us all out, that is a return to normality.?
",28 Days Later,28 Days Later,Zombie Holocaust,Dawn of the Dead,FeardotCom
2893,"The Iron Age is a period in the history of mankind that began in which century?
",12th century BC,2nd century AD,12th century BC,25th century BC,18th century BC
911,"What are the anatomical differences between African elephants and Asian elephants?
",All of these,All of these,In the tusks,In the ears,In the body size
474,"In the 1991 movie The Fisher King, Robin Williams’ character is obsessed with the legend of the Fisher King and tries to get the Holy Grail. He believes that this object is actually the Grail.
",а sport trophy,а silver cauldron,а crystal champagne glass,а sport trophy,а crystal plate
